diagnosis_id,icd10_code,icd10_description,category,severity_level
1506,E11.9.1506,Type 2 diabetes mellitus without complications (Variant #1506),Endocrine,Moderate
1507,R07.9.1507,"Chest pain, unspecified (Variant #1507)",Cardiovascular,Severe
1508,E11.9.1508,Type 2 diabetes mellitus without complications (Variant #1508),Endocrine,Moderate
1509,M54.5.1509,"Low back pain, unspecified (Variant #1509)",Musculoskeletal,Mild
1510,M54.5.1510,"Low back pain, unspecified (Variant #1510)",Musculoskeletal,Mild
1511,N39.0.1511,"Urinary tract infection, site not specified (Variant #1511)",Urological,Moderate
1512,G40.909.1512,"Epilepsy, unspecified, not intractable (Variant #1512)",Neurology,Severe
1513,J18.9.1513,"Pneumonia, unspecified organism (Variant #1513)",Respiratory,Severe
1514,J18.9.1514,"Pneumonia, unspecified organism (Variant #1514)",Respiratory,Severe
1515,I10.1515,Essential (primary) hypertension (Variant #1515),Cardiovascular,Mild
1516,J45.909.1516,"Unspecified asthma, uncomplicated (Variant #1516)",Respiratory,Moderate
1517,K21.9.1517,Gastro-esophageal reflux disease without esophagitis (Variant #1517),Gastrointestinal,Mild
1518,M54.5.1518,"Low back pain, unspecified (Variant #1518)",Musculoskeletal,Mild
1519,I25.10.1519,Atherosclerotic heart disease of native coronary artery (Variant #1519),Cardiovascular,Severe
1520,I25.10.1520,Atherosclerotic heart disease of native coronary artery (Variant #1520),Cardiovascular,Severe
1521,E78.5.1521,"Hyperlipidemia, unspecified (Variant #1521)",Endocrine,Mild
1522,E78.5.1522,"Hyperlipidemia, unspecified (Variant #1522)",Endocrine,Mild
1523,M54.5.1523,"Low back pain, unspecified (Variant #1523)",Musculoskeletal,Mild
1524,I25.10.1524,Atherosclerotic heart disease of native coronary artery (Variant #1524),Cardiovascular,Severe
1525,C34.90.1525,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1525),Oncology,Critical
1526,J18.9.1526,"Pneumonia, unspecified organism (Variant #1526)",Respiratory,Severe
1527,E78.5.1527,"Hyperlipidemia, unspecified (Variant #1527)",Endocrine,Mild
1528,G40.909.1528,"Epilepsy, unspecified, not intractable (Variant #1528)",Neurology,Severe
1529,M17.11.1529,"Unspecified primary osteoarthritis, right knee (Variant #1529)",Musculoskeletal,Moderate
1530,J06.9.1530,"Acute upper respiratory infection, unspecified (Variant #1530)",Respiratory,Mild
1531,E78.5.1531,"Hyperlipidemia, unspecified (Variant #1531)",Endocrine,Mild
1532,C34.90.1532,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1532),Oncology,Critical
1533,N39.0.1533,"Urinary tract infection, site not specified (Variant #1533)",Urological,Moderate
1534,F41.1.1534,Generalized anxiety disorder (Variant #1534),Mental Health,Moderate
1535,K21.9.1535,Gastro-esophageal reflux disease without esophagitis (Variant #1535),Gastrointestinal,Mild
1536,J06.9.1536,"Acute upper respiratory infection, unspecified (Variant #1536)",Respiratory,Mild
1537,F41.1.1537,Generalized anxiety disorder (Variant #1537),Mental Health,Moderate
1538,J06.9.1538,"Acute upper respiratory infection, unspecified (Variant #1538)",Respiratory,Mild
1539,J06.9.1539,"Acute upper respiratory infection, unspecified (Variant #1539)",Respiratory,Mild
1540,I25.10.1540,Atherosclerotic heart disease of native coronary artery (Variant #1540),Cardiovascular,Severe
1541,R07.9.1541,"Chest pain, unspecified (Variant #1541)",Cardiovascular,Severe
1542,N39.0.1542,"Urinary tract infection, site not specified (Variant #1542)",Urological,Moderate
1543,J06.9.1543,"Acute upper respiratory infection, unspecified (Variant #1543)",Respiratory,Mild
1544,E11.9.1544,Type 2 diabetes mellitus without complications (Variant #1544),Endocrine,Moderate
1545,M17.11.1545,"Unspecified primary osteoarthritis, right knee (Variant #1545)",Musculoskeletal,Moderate
1546,E78.5.1546,"Hyperlipidemia, unspecified (Variant #1546)",Endocrine,Mild
1547,J06.9.1547,"Acute upper respiratory infection, unspecified (Variant #1547)",Respiratory,Mild
1548,M54.5.1548,"Low back pain, unspecified (Variant #1548)",Musculoskeletal,Mild
1549,E78.5.1549,"Hyperlipidemia, unspecified (Variant #1549)",Endocrine,Mild
1550,J18.9.1550,"Pneumonia, unspecified organism (Variant #1550)",Respiratory,Severe
1551,M17.11.1551,"Unspecified primary osteoarthritis, right knee (Variant #1551)",Musculoskeletal,Moderate
1552,I10.1552,Essential (primary) hypertension (Variant #1552),Cardiovascular,Mild
1553,E78.5.1553,"Hyperlipidemia, unspecified (Variant #1553)",Endocrine,Mild
1554,N39.0.1554,"Urinary tract infection, site not specified (Variant #1554)",Urological,Moderate
1555,M54.5.1555,"Low back pain, unspecified (Variant #1555)",Musculoskeletal,Mild
1556,E11.9.1556,Type 2 diabetes mellitus without complications (Variant #1556),Endocrine,Moderate
1557,J18.9.1557,"Pneumonia, unspecified organism (Variant #1557)",Respiratory,Severe
1558,E11.9.1558,Type 2 diabetes mellitus without complications (Variant #1558),Endocrine,Moderate
1559,E11.9.1559,Type 2 diabetes mellitus without complications (Variant #1559),Endocrine,Moderate
1560,J06.9.1560,"Acute upper respiratory infection, unspecified (Variant #1560)",Respiratory,Mild
1561,C34.90.1561,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1561),Oncology,Critical
1562,G40.909.1562,"Epilepsy, unspecified, not intractable (Variant #1562)",Neurology,Severe
1563,J06.9.1563,"Acute upper respiratory infection, unspecified (Variant #1563)",Respiratory,Mild
1564,J06.9.1564,"Acute upper respiratory infection, unspecified (Variant #1564)",Respiratory,Mild
1565,F41.1.1565,Generalized anxiety disorder (Variant #1565),Mental Health,Moderate
1566,K21.9.1566,Gastro-esophageal reflux disease without esophagitis (Variant #1566),Gastrointestinal,Mild
1567,J45.909.1567,"Unspecified asthma, uncomplicated (Variant #1567)",Respiratory,Moderate
1568,R07.9.1568,"Chest pain, unspecified (Variant #1568)",Cardiovascular,Severe
1569,E11.9.1569,Type 2 diabetes mellitus without complications (Variant #1569),Endocrine,Moderate
1570,M54.5.1570,"Low back pain, unspecified (Variant #1570)",Musculoskeletal,Mild
1571,E11.9.1571,Type 2 diabetes mellitus without complications (Variant #1571),Endocrine,Moderate
1572,E11.9.1572,Type 2 diabetes mellitus without complications (Variant #1572),Endocrine,Moderate
1573,I10.1573,Essential (primary) hypertension (Variant #1573),Cardiovascular,Mild
1574,F41.1.1574,Generalized anxiety disorder (Variant #1574),Mental Health,Moderate
1575,M54.5.1575,"Low back pain, unspecified (Variant #1575)",Musculoskeletal,Mild
1576,I10.1576,Essential (primary) hypertension (Variant #1576),Cardiovascular,Mild
1577,E78.5.1577,"Hyperlipidemia, unspecified (Variant #1577)",Endocrine,Mild
1578,C34.90.1578,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1578),Oncology,Critical
1579,R07.9.1579,"Chest pain, unspecified (Variant #1579)",Cardiovascular,Severe
1580,J06.9.1580,"Acute upper respiratory infection, unspecified (Variant #1580)",Respiratory,Mild
1581,G40.909.1581,"Epilepsy, unspecified, not intractable (Variant #1581)",Neurology,Severe
1582,F41.1.1582,Generalized anxiety disorder (Variant #1582),Mental Health,Moderate
1583,I25.10.1583,Atherosclerotic heart disease of native coronary artery (Variant #1583),Cardiovascular,Severe
1584,J18.9.1584,"Pneumonia, unspecified organism (Variant #1584)",Respiratory,Severe
1585,I10.1585,Essential (primary) hypertension (Variant #1585),Cardiovascular,Mild
1586,I25.10.1586,Atherosclerotic heart disease of native coronary artery (Variant #1586),Cardiovascular,Severe
1587,I25.10.1587,Atherosclerotic heart disease of native coronary artery (Variant #1587),Cardiovascular,Severe
1588,I25.10.1588,Atherosclerotic heart disease of native coronary artery (Variant #1588),Cardiovascular,Severe
1589,K21.9.1589,Gastro-esophageal reflux disease without esophagitis (Variant #1589),Gastrointestinal,Mild
1590,K21.9.1590,Gastro-esophageal reflux disease without esophagitis (Variant #1590),Gastrointestinal,Mild
1591,E78.5.1591,"Hyperlipidemia, unspecified (Variant #1591)",Endocrine,Mild
1592,I10.1592,Essential (primary) hypertension (Variant #1592),Cardiovascular,Mild
1593,E78.5.1593,"Hyperlipidemia, unspecified (Variant #1593)",Endocrine,Mild
1594,C34.90.1594,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1594),Oncology,Critical
1595,N39.0.1595,"Urinary tract infection, site not specified (Variant #1595)",Urological,Moderate
1596,N39.0.1596,"Urinary tract infection, site not specified (Variant #1596)",Urological,Moderate
1597,M17.11.1597,"Unspecified primary osteoarthritis, right knee (Variant #1597)",Musculoskeletal,Moderate
1598,I10.1598,Essential (primary) hypertension (Variant #1598),Cardiovascular,Mild
1599,J18.9.1599,"Pneumonia, unspecified organism (Variant #1599)",Respiratory,Severe
1600,J06.9.1600,"Acute upper respiratory infection, unspecified (Variant #1600)",Respiratory,Mild
1601,M54.5.1601,"Low back pain, unspecified (Variant #1601)",Musculoskeletal,Mild
1602,I25.10.1602,Atherosclerotic heart disease of native coronary artery (Variant #1602),Cardiovascular,Severe
1603,E11.9.1603,Type 2 diabetes mellitus without complications (Variant #1603),Endocrine,Moderate
1604,M17.11.1604,"Unspecified primary osteoarthritis, right knee (Variant #1604)",Musculoskeletal,Moderate
1605,E11.9.1605,Type 2 diabetes mellitus without complications (Variant #1605),Endocrine,Moderate
1606,E78.5.1606,"Hyperlipidemia, unspecified (Variant #1606)",Endocrine,Mild
1607,M54.5.1607,"Low back pain, unspecified (Variant #1607)",Musculoskeletal,Mild
1608,M17.11.1608,"Unspecified primary osteoarthritis, right knee (Variant #1608)",Musculoskeletal,Moderate
1609,N39.0.1609,"Urinary tract infection, site not specified (Variant #1609)",Urological,Moderate
1610,M17.11.1610,"Unspecified primary osteoarthritis, right knee (Variant #1610)",Musculoskeletal,Moderate
1611,E11.9.1611,Type 2 diabetes mellitus without complications (Variant #1611),Endocrine,Moderate
1612,M17.11.1612,"Unspecified primary osteoarthritis, right knee (Variant #1612)",Musculoskeletal,Moderate
1613,J45.909.1613,"Unspecified asthma, uncomplicated (Variant #1613)",Respiratory,Moderate
1614,I10.1614,Essential (primary) hypertension (Variant #1614),Cardiovascular,Mild
1615,J45.909.1615,"Unspecified asthma, uncomplicated (Variant #1615)",Respiratory,Moderate
1616,M54.5.1616,"Low back pain, unspecified (Variant #1616)",Musculoskeletal,Mild
1617,G40.909.1617,"Epilepsy, unspecified, not intractable (Variant #1617)",Neurology,Severe
1618,R07.9.1618,"Chest pain, unspecified (Variant #1618)",Cardiovascular,Severe
1619,E11.9.1619,Type 2 diabetes mellitus without complications (Variant #1619),Endocrine,Moderate
1620,R07.9.1620,"Chest pain, unspecified (Variant #1620)",Cardiovascular,Severe
1621,M54.5.1621,"Low back pain, unspecified (Variant #1621)",Musculoskeletal,Mild
1622,I25.10.1622,Atherosclerotic heart disease of native coronary artery (Variant #1622),Cardiovascular,Severe
1623,F41.1.1623,Generalized anxiety disorder (Variant #1623),Mental Health,Moderate
1624,E78.5.1624,"Hyperlipidemia, unspecified (Variant #1624)",Endocrine,Mild
1625,R07.9.1625,"Chest pain, unspecified (Variant #1625)",Cardiovascular,Severe
1626,F41.1.1626,Generalized anxiety disorder (Variant #1626),Mental Health,Moderate
1627,J45.909.1627,"Unspecified asthma, uncomplicated (Variant #1627)",Respiratory,Moderate
1628,I10.1628,Essential (primary) hypertension (Variant #1628),Cardiovascular,Mild
1629,G40.909.1629,"Epilepsy, unspecified, not intractable (Variant #1629)",Neurology,Severe
1630,M54.5.1630,"Low back pain, unspecified (Variant #1630)",Musculoskeletal,Mild
1631,I25.10.1631,Atherosclerotic heart disease of native coronary artery (Variant #1631),Cardiovascular,Severe
1632,G40.909.1632,"Epilepsy, unspecified, not intractable (Variant #1632)",Neurology,Severe
1633,R07.9.1633,"Chest pain, unspecified (Variant #1633)",Cardiovascular,Severe
1634,G40.909.1634,"Epilepsy, unspecified, not intractable (Variant #1634)",Neurology,Severe
1635,C34.90.1635,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1635),Oncology,Critical
1636,M54.5.1636,"Low back pain, unspecified (Variant #1636)",Musculoskeletal,Mild
1637,F41.1.1637,Generalized anxiety disorder (Variant #1637),Mental Health,Moderate
1638,I25.10.1638,Atherosclerotic heart disease of native coronary artery (Variant #1638),Cardiovascular,Severe
1639,R07.9.1639,"Chest pain, unspecified (Variant #1639)",Cardiovascular,Severe
1640,G40.909.1640,"Epilepsy, unspecified, not intractable (Variant #1640)",Neurology,Severe
1641,M54.5.1641,"Low back pain, unspecified (Variant #1641)",Musculoskeletal,Mild
1642,F41.1.1642,Generalized anxiety disorder (Variant #1642),Mental Health,Moderate
1643,I25.10.1643,Atherosclerotic heart disease of native coronary artery (Variant #1643),Cardiovascular,Severe
1644,E78.5.1644,"Hyperlipidemia, unspecified (Variant #1644)",Endocrine,Mild
1645,M54.5.1645,"Low back pain, unspecified (Variant #1645)",Musculoskeletal,Mild
1646,K21.9.1646,Gastro-esophageal reflux disease without esophagitis (Variant #1646),Gastrointestinal,Mild
1647,J18.9.1647,"Pneumonia, unspecified organism (Variant #1647)",Respiratory,Severe
1648,J18.9.1648,"Pneumonia, unspecified organism (Variant #1648)",Respiratory,Severe
1649,I10.1649,Essential (primary) hypertension (Variant #1649),Cardiovascular,Mild
1650,E78.5.1650,"Hyperlipidemia, unspecified (Variant #1650)",Endocrine,Mild
1651,K21.9.1651,Gastro-esophageal reflux disease without esophagitis (Variant #1651),Gastrointestinal,Mild
1652,J06.9.1652,"Acute upper respiratory infection, unspecified (Variant #1652)",Respiratory,Mild
1653,J18.9.1653,"Pneumonia, unspecified organism (Variant #1653)",Respiratory,Severe
1654,I25.10.1654,Atherosclerotic heart disease of native coronary artery (Variant #1654),Cardiovascular,Severe
1655,J06.9.1655,"Acute upper respiratory infection, unspecified (Variant #1655)",Respiratory,Mild
1656,E78.5.1656,"Hyperlipidemia, unspecified (Variant #1656)",Endocrine,Mild
1657,E11.9.1657,Type 2 diabetes mellitus without complications (Variant #1657),Endocrine,Moderate
1658,M17.11.1658,"Unspecified primary osteoarthritis, right knee (Variant #1658)",Musculoskeletal,Moderate
1659,J18.9.1659,"Pneumonia, unspecified organism (Variant #1659)",Respiratory,Severe
1660,M17.11.1660,"Unspecified primary osteoarthritis, right knee (Variant #1660)",Musculoskeletal,Moderate
1661,I25.10.1661,Atherosclerotic heart disease of native coronary artery (Variant #1661),Cardiovascular,Severe
1662,K21.9.1662,Gastro-esophageal reflux disease without esophagitis (Variant #1662),Gastrointestinal,Mild
1663,J45.909.1663,"Unspecified asthma, uncomplicated (Variant #1663)",Respiratory,Moderate
1664,J45.909.1664,"Unspecified asthma, uncomplicated (Variant #1664)",Respiratory,Moderate
1665,E78.5.1665,"Hyperlipidemia, unspecified (Variant #1665)",Endocrine,Mild
1666,J45.909.1666,"Unspecified asthma, uncomplicated (Variant #1666)",Respiratory,Moderate
1667,K21.9.1667,Gastro-esophageal reflux disease without esophagitis (Variant #1667),Gastrointestinal,Mild
1668,J18.9.1668,"Pneumonia, unspecified organism (Variant #1668)",Respiratory,Severe
1669,I25.10.1669,Atherosclerotic heart disease of native coronary artery (Variant #1669),Cardiovascular,Severe
1670,K21.9.1670,Gastro-esophageal reflux disease without esophagitis (Variant #1670),Gastrointestinal,Mild
1671,K21.9.1671,Gastro-esophageal reflux disease without esophagitis (Variant #1671),Gastrointestinal,Mild
1672,F41.1.1672,Generalized anxiety disorder (Variant #1672),Mental Health,Moderate
1673,G40.909.1673,"Epilepsy, unspecified, not intractable (Variant #1673)",Neurology,Severe
1674,I10.1674,Essential (primary) hypertension (Variant #1674),Cardiovascular,Mild
1675,R07.9.1675,"Chest pain, unspecified (Variant #1675)",Cardiovascular,Severe
1676,G40.909.1676,"Epilepsy, unspecified, not intractable (Variant #1676)",Neurology,Severe
1677,R07.9.1677,"Chest pain, unspecified (Variant #1677)",Cardiovascular,Severe
1678,J45.909.1678,"Unspecified asthma, uncomplicated (Variant #1678)",Respiratory,Moderate
1679,I25.10.1679,Atherosclerotic heart disease of native coronary artery (Variant #1679),Cardiovascular,Severe
1680,G40.909.1680,"Epilepsy, unspecified, not intractable (Variant #1680)",Neurology,Severe
1681,R07.9.1681,"Chest pain, unspecified (Variant #1681)",Cardiovascular,Severe
1682,N39.0.1682,"Urinary tract infection, site not specified (Variant #1682)",Urological,Moderate
1683,R07.9.1683,"Chest pain, unspecified (Variant #1683)",Cardiovascular,Severe
1684,J06.9.1684,"Acute upper respiratory infection, unspecified (Variant #1684)",Respiratory,Mild
1685,J45.909.1685,"Unspecified asthma, uncomplicated (Variant #1685)",Respiratory,Moderate
1686,C34.90.1686,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1686),Oncology,Critical
1687,R07.9.1687,"Chest pain, unspecified (Variant #1687)",Cardiovascular,Severe
1688,R07.9.1688,"Chest pain, unspecified (Variant #1688)",Cardiovascular,Severe
1689,M54.5.1689,"Low back pain, unspecified (Variant #1689)",Musculoskeletal,Mild
1690,E11.9.1690,Type 2 diabetes mellitus without complications (Variant #1690),Endocrine,Moderate
1691,J45.909.1691,"Unspecified asthma, uncomplicated (Variant #1691)",Respiratory,Moderate
1692,J45.909.1692,"Unspecified asthma, uncomplicated (Variant #1692)",Respiratory,Moderate
1693,J45.909.1693,"Unspecified asthma, uncomplicated (Variant #1693)",Respiratory,Moderate
1694,J18.9.1694,"Pneumonia, unspecified organism (Variant #1694)",Respiratory,Severe
1695,C34.90.1695,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1695),Oncology,Critical
1696,F41.1.1696,Generalized anxiety disorder (Variant #1696),Mental Health,Moderate
1697,G40.909.1697,"Epilepsy, unspecified, not intractable (Variant #1697)",Neurology,Severe
1698,C34.90.1698,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1698),Oncology,Critical
1699,N39.0.1699,"Urinary tract infection, site not specified (Variant #1699)",Urological,Moderate
1700,E78.5.1700,"Hyperlipidemia, unspecified (Variant #1700)",Endocrine,Mild
1701,E78.5.1701,"Hyperlipidemia, unspecified (Variant #1701)",Endocrine,Mild
1702,M17.11.1702,"Unspecified primary osteoarthritis, right knee (Variant #1702)",Musculoskeletal,Moderate
1703,C34.90.1703,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1703),Oncology,Critical
1704,E78.5.1704,"Hyperlipidemia, unspecified (Variant #1704)",Endocrine,Mild
1705,G40.909.1705,"Epilepsy, unspecified, not intractable (Variant #1705)",Neurology,Severe
1706,R07.9.1706,"Chest pain, unspecified (Variant #1706)",Cardiovascular,Severe
1707,R07.9.1707,"Chest pain, unspecified (Variant #1707)",Cardiovascular,Severe
1708,G40.909.1708,"Epilepsy, unspecified, not intractable (Variant #1708)",Neurology,Severe
1709,J18.9.1709,"Pneumonia, unspecified organism (Variant #1709)",Respiratory,Severe
1710,I10.1710,Essential (primary) hypertension (Variant #1710),Cardiovascular,Mild
1711,E11.9.1711,Type 2 diabetes mellitus without complications (Variant #1711),Endocrine,Moderate
1712,F41.1.1712,Generalized anxiety disorder (Variant #1712),Mental Health,Moderate
1713,F41.1.1713,Generalized anxiety disorder (Variant #1713),Mental Health,Moderate
1714,F41.1.1714,Generalized anxiety disorder (Variant #1714),Mental Health,Moderate
1715,F41.1.1715,Generalized anxiety disorder (Variant #1715),Mental Health,Moderate
1716,E78.5.1716,"Hyperlipidemia, unspecified (Variant #1716)",Endocrine,Mild
1717,J18.9.1717,"Pneumonia, unspecified organism (Variant #1717)",Respiratory,Severe
1718,K21.9.1718,Gastro-esophageal reflux disease without esophagitis (Variant #1718),Gastrointestinal,Mild
1719,J18.9.1719,"Pneumonia, unspecified organism (Variant #1719)",Respiratory,Severe
1720,M54.5.1720,"Low back pain, unspecified (Variant #1720)",Musculoskeletal,Mild
1721,I25.10.1721,Atherosclerotic heart disease of native coronary artery (Variant #1721),Cardiovascular,Severe
1722,N39.0.1722,"Urinary tract infection, site not specified (Variant #1722)",Urological,Moderate
1723,K21.9.1723,Gastro-esophageal reflux disease without esophagitis (Variant #1723),Gastrointestinal,Mild
1724,F41.1.1724,Generalized anxiety disorder (Variant #1724),Mental Health,Moderate
1725,I10.1725,Essential (primary) hypertension (Variant #1725),Cardiovascular,Mild
1726,E11.9.1726,Type 2 diabetes mellitus without complications (Variant #1726),Endocrine,Moderate
1727,N39.0.1727,"Urinary tract infection, site not specified (Variant #1727)",Urological,Moderate
1728,I10.1728,Essential (primary) hypertension (Variant #1728),Cardiovascular,Mild
1729,C34.90.1729,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1729),Oncology,Critical
1730,E11.9.1730,Type 2 diabetes mellitus without complications (Variant #1730),Endocrine,Moderate
1731,R07.9.1731,"Chest pain, unspecified (Variant #1731)",Cardiovascular,Severe
1732,K21.9.1732,Gastro-esophageal reflux disease without esophagitis (Variant #1732),Gastrointestinal,Mild
1733,J06.9.1733,"Acute upper respiratory infection, unspecified (Variant #1733)",Respiratory,Mild
1734,C34.90.1734,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1734),Oncology,Critical
1735,C34.90.1735,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1735),Oncology,Critical
1736,F41.1.1736,Generalized anxiety disorder (Variant #1736),Mental Health,Moderate
1737,E78.5.1737,"Hyperlipidemia, unspecified (Variant #1737)",Endocrine,Mild
1738,E11.9.1738,Type 2 diabetes mellitus without complications (Variant #1738),Endocrine,Moderate
1739,E11.9.1739,Type 2 diabetes mellitus without complications (Variant #1739),Endocrine,Moderate
1740,C34.90.1740,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1740),Oncology,Critical
1741,G40.909.1741,"Epilepsy, unspecified, not intractable (Variant #1741)",Neurology,Severe
1742,R07.9.1742,"Chest pain, unspecified (Variant #1742)",Cardiovascular,Severe
1743,G40.909.1743,"Epilepsy, unspecified, not intractable (Variant #1743)",Neurology,Severe
1744,M54.5.1744,"Low back pain, unspecified (Variant #1744)",Musculoskeletal,Mild
1745,I25.10.1745,Atherosclerotic heart disease of native coronary artery (Variant #1745),Cardiovascular,Severe
1746,E11.9.1746,Type 2 diabetes mellitus without complications (Variant #1746),Endocrine,Moderate
1747,J06.9.1747,"Acute upper respiratory infection, unspecified (Variant #1747)",Respiratory,Mild
1748,I10.1748,Essential (primary) hypertension (Variant #1748),Cardiovascular,Mild
1749,J45.909.1749,"Unspecified asthma, uncomplicated (Variant #1749)",Respiratory,Moderate
1750,M54.5.1750,"Low back pain, unspecified (Variant #1750)",Musculoskeletal,Mild
1751,G40.909.1751,"Epilepsy, unspecified, not intractable (Variant #1751)",Neurology,Severe
1752,M54.5.1752,"Low back pain, unspecified (Variant #1752)",Musculoskeletal,Mild
1753,I25.10.1753,Atherosclerotic heart disease of native coronary artery (Variant #1753),Cardiovascular,Severe
1754,M17.11.1754,"Unspecified primary osteoarthritis, right knee (Variant #1754)",Musculoskeletal,Moderate
1755,M54.5.1755,"Low back pain, unspecified (Variant #1755)",Musculoskeletal,Mild
1756,K21.9.1756,Gastro-esophageal reflux disease without esophagitis (Variant #1756),Gastrointestinal,Mild
1757,E11.9.1757,Type 2 diabetes mellitus without complications (Variant #1757),Endocrine,Moderate
1758,J06.9.1758,"Acute upper respiratory infection, unspecified (Variant #1758)",Respiratory,Mild
1759,E78.5.1759,"Hyperlipidemia, unspecified (Variant #1759)",Endocrine,Mild
1760,I10.1760,Essential (primary) hypertension (Variant #1760),Cardiovascular,Mild
1761,F41.1.1761,Generalized anxiety disorder (Variant #1761),Mental Health,Moderate
1762,J18.9.1762,"Pneumonia, unspecified organism (Variant #1762)",Respiratory,Severe
1763,C34.90.1763,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1763),Oncology,Critical
1764,R07.9.1764,"Chest pain, unspecified (Variant #1764)",Cardiovascular,Severe
1765,M54.5.1765,"Low back pain, unspecified (Variant #1765)",Musculoskeletal,Mild
1766,G40.909.1766,"Epilepsy, unspecified, not intractable (Variant #1766)",Neurology,Severe
1767,I10.1767,Essential (primary) hypertension (Variant #1767),Cardiovascular,Mild
1768,G40.909.1768,"Epilepsy, unspecified, not intractable (Variant #1768)",Neurology,Severe
1769,J06.9.1769,"Acute upper respiratory infection, unspecified (Variant #1769)",Respiratory,Mild
1770,R07.9.1770,"Chest pain, unspecified (Variant #1770)",Cardiovascular,Severe
1771,I10.1771,Essential (primary) hypertension (Variant #1771),Cardiovascular,Mild
1772,N39.0.1772,"Urinary tract infection, site not specified (Variant #1772)",Urological,Moderate
1773,E78.5.1773,"Hyperlipidemia, unspecified (Variant #1773)",Endocrine,Mild
1774,E78.5.1774,"Hyperlipidemia, unspecified (Variant #1774)",Endocrine,Mild
1775,N39.0.1775,"Urinary tract infection, site not specified (Variant #1775)",Urological,Moderate
1776,E11.9.1776,Type 2 diabetes mellitus without complications (Variant #1776),Endocrine,Moderate
1777,C34.90.1777,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1777),Oncology,Critical
1778,E78.5.1778,"Hyperlipidemia, unspecified (Variant #1778)",Endocrine,Mild
1779,C34.90.1779,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1779),Oncology,Critical
1780,K21.9.1780,Gastro-esophageal reflux disease without esophagitis (Variant #1780),Gastrointestinal,Mild
1781,N39.0.1781,"Urinary tract infection, site not specified (Variant #1781)",Urological,Moderate
1782,G40.909.1782,"Epilepsy, unspecified, not intractable (Variant #1782)",Neurology,Severe
1783,M54.5.1783,"Low back pain, unspecified (Variant #1783)",Musculoskeletal,Mild
1784,M54.5.1784,"Low back pain, unspecified (Variant #1784)",Musculoskeletal,Mild
1785,M17.11.1785,"Unspecified primary osteoarthritis, right knee (Variant #1785)",Musculoskeletal,Moderate
1786,C34.90.1786,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1786),Oncology,Critical
1787,K21.9.1787,Gastro-esophageal reflux disease without esophagitis (Variant #1787),Gastrointestinal,Mild
1788,M17.11.1788,"Unspecified primary osteoarthritis, right knee (Variant #1788)",Musculoskeletal,Moderate
1789,C34.90.1789,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1789),Oncology,Critical
1790,E11.9.1790,Type 2 diabetes mellitus without complications (Variant #1790),Endocrine,Moderate
1791,J18.9.1791,"Pneumonia, unspecified organism (Variant #1791)",Respiratory,Severe
1792,E11.9.1792,Type 2 diabetes mellitus without complications (Variant #1792),Endocrine,Moderate
1793,K21.9.1793,Gastro-esophageal reflux disease without esophagitis (Variant #1793),Gastrointestinal,Mild
1794,E78.5.1794,"Hyperlipidemia, unspecified (Variant #1794)",Endocrine,Mild
1795,J45.909.1795,"Unspecified asthma, uncomplicated (Variant #1795)",Respiratory,Moderate
1796,J06.9.1796,"Acute upper respiratory infection, unspecified (Variant #1796)",Respiratory,Mild
1797,M54.5.1797,"Low back pain, unspecified (Variant #1797)",Musculoskeletal,Mild
1798,E11.9.1798,Type 2 diabetes mellitus without complications (Variant #1798),Endocrine,Moderate
1799,G40.909.1799,"Epilepsy, unspecified, not intractable (Variant #1799)",Neurology,Severe
1800,M54.5.1800,"Low back pain, unspecified (Variant #1800)",Musculoskeletal,Mild
1801,J06.9.1801,"Acute upper respiratory infection, unspecified (Variant #1801)",Respiratory,Mild
1802,C34.90.1802,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1802),Oncology,Critical
1803,J45.909.1803,"Unspecified asthma, uncomplicated (Variant #1803)",Respiratory,Moderate
1804,F41.1.1804,Generalized anxiety disorder (Variant #1804),Mental Health,Moderate
1805,J18.9.1805,"Pneumonia, unspecified organism (Variant #1805)",Respiratory,Severe
1806,M54.5.1806,"Low back pain, unspecified (Variant #1806)",Musculoskeletal,Mild
1807,E11.9.1807,Type 2 diabetes mellitus without complications (Variant #1807),Endocrine,Moderate
1808,E11.9.1808,Type 2 diabetes mellitus without complications (Variant #1808),Endocrine,Moderate
