diagnosis_id,icd10_code,icd10_description,category,severity_level
1511,G40.909.1511,"Epilepsy, unspecified, not intractable (Variant #1511)",Neurology,Severe
1512,J18.9.1512,"Pneumonia, unspecified organism (Variant #1512)",Respiratory,Severe
1513,F41.1.1513,Generalized anxiety disorder (Variant #1513),Mental Health,Moderate
1514,R07.9.1514,"Chest pain, unspecified (Variant #1514)",Cardiovascular,Severe
1515,G40.909.1515,"Epilepsy, unspecified, not intractable (Variant #1515)",Neurology,Severe
1516,M54.5.1516,"Low back pain, unspecified (Variant #1516)",Musculoskeletal,Mild
1517,N39.0.1517,"Urinary tract infection, site not specified (Variant #1517)",Urological,Moderate
1518,I25.10.1518,Atherosclerotic heart disease of native coronary artery (Variant #1518),Cardiovascular,Severe
1519,E11.9.1519,Type 2 diabetes mellitus without complications (Variant #1519),Endocrine,Moderate
1520,I10.1520,Essential (primary) hypertension (Variant #1520),Cardiovascular,Mild
1521,E78.5.1521,"Hyperlipidemia, unspecified (Variant #1521)",Endocrine,Mild
1522,M54.5.1522,"Low back pain, unspecified (Variant #1522)",Musculoskeletal,Mild
1523,E11.9.1523,Type 2 diabetes mellitus without complications (Variant #1523),Endocrine,Moderate
1524,M17.11.1524,"Unspecified primary osteoarthritis, right knee (Variant #1524)",Musculoskeletal,Moderate
1525,M17.11.1525,"Unspecified primary osteoarthritis, right knee (Variant #1525)",Musculoskeletal,Moderate
1526,C34.90.1526,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1526),Oncology,Critical
1527,J45.909.1527,"Unspecified asthma, uncomplicated (Variant #1527)",Respiratory,Moderate
1528,G40.909.1528,"Epilepsy, unspecified, not intractable (Variant #1528)",Neurology,Severe
1529,J18.9.1529,"Pneumonia, unspecified organism (Variant #1529)",Respiratory,Severe
1530,J18.9.1530,"Pneumonia, unspecified organism (Variant #1530)",Respiratory,Severe
1531,J18.9.1531,"Pneumonia, unspecified organism (Variant #1531)",Respiratory,Severe
1532,E11.9.1532,Type 2 diabetes mellitus without complications (Variant #1532),Endocrine,Moderate
1533,E11.9.1533,Type 2 diabetes mellitus without complications (Variant #1533),Endocrine,Moderate
1534,M54.5.1534,"Low back pain, unspecified (Variant #1534)",Musculoskeletal,Mild
1535,J45.909.1535,"Unspecified asthma, uncomplicated (Variant #1535)",Respiratory,Moderate
1536,J06.9.1536,"Acute upper respiratory infection, unspecified (Variant #1536)",Respiratory,Mild
1537,J18.9.1537,"Pneumonia, unspecified organism (Variant #1537)",Respiratory,Severe
1538,I10.1538,Essential (primary) hypertension (Variant #1538),Cardiovascular,Mild
1539,C34.90.1539,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1539),Oncology,Critical
1540,M54.5.1540,"Low back pain, unspecified (Variant #1540)",Musculoskeletal,Mild
1541,J18.9.1541,"Pneumonia, unspecified organism (Variant #1541)",Respiratory,Severe
1542,C34.90.1542,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1542),Oncology,Critical
1543,N39.0.1543,"Urinary tract infection, site not specified (Variant #1543)",Urological,Moderate
1544,M54.5.1544,"Low back pain, unspecified (Variant #1544)",Musculoskeletal,Mild
1545,K21.9.1545,Gastro-esophageal reflux disease without esophagitis (Variant #1545),Gastrointestinal,Mild
1546,G40.909.1546,"Epilepsy, unspecified, not intractable (Variant #1546)",Neurology,Severe
1547,K21.9.1547,Gastro-esophageal reflux disease without esophagitis (Variant #1547),Gastrointestinal,Mild
1548,G40.909.1548,"Epilepsy, unspecified, not intractable (Variant #1548)",Neurology,Severe
1549,M17.11.1549,"Unspecified primary osteoarthritis, right knee (Variant #1549)",Musculoskeletal,Moderate
1550,J18.9.1550,"Pneumonia, unspecified organism (Variant #1550)",Respiratory,Severe
1551,J06.9.1551,"Acute upper respiratory infection, unspecified (Variant #1551)",Respiratory,Mild
1552,I25.10.1552,Atherosclerotic heart disease of native coronary artery (Variant #1552),Cardiovascular,Severe
1553,C34.90.1553,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1553),Oncology,Critical
1554,M17.11.1554,"Unspecified primary osteoarthritis, right knee (Variant #1554)",Musculoskeletal,Moderate
1555,E78.5.1555,"Hyperlipidemia, unspecified (Variant #1555)",Endocrine,Mild
1556,M17.11.1556,"Unspecified primary osteoarthritis, right knee (Variant #1556)",Musculoskeletal,Moderate
1557,C34.90.1557,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1557),Oncology,Critical
1558,J45.909.1558,"Unspecified asthma, uncomplicated (Variant #1558)",Respiratory,Moderate
1559,C34.90.1559,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1559),Oncology,Critical
1560,I10.1560,Essential (primary) hypertension (Variant #1560),Cardiovascular,Mild
1561,J45.909.1561,"Unspecified asthma, uncomplicated (Variant #1561)",Respiratory,Moderate
1562,K21.9.1562,Gastro-esophageal reflux disease without esophagitis (Variant #1562),Gastrointestinal,Mild
1563,M54.5.1563,"Low back pain, unspecified (Variant #1563)",Musculoskeletal,Mild
1564,K21.9.1564,Gastro-esophageal reflux disease without esophagitis (Variant #1564),Gastrointestinal,Mild
1565,E78.5.1565,"Hyperlipidemia, unspecified (Variant #1565)",Endocrine,Mild
1566,G40.909.1566,"Epilepsy, unspecified, not intractable (Variant #1566)",Neurology,Severe
1567,F41.1.1567,Generalized anxiety disorder (Variant #1567),Mental Health,Moderate
1568,C34.90.1568,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1568),Oncology,Critical
1569,M17.11.1569,"Unspecified primary osteoarthritis, right knee (Variant #1569)",Musculoskeletal,Moderate
1570,E78.5.1570,"Hyperlipidemia, unspecified (Variant #1570)",Endocrine,Mild
1571,E78.5.1571,"Hyperlipidemia, unspecified (Variant #1571)",Endocrine,Mild
1572,E11.9.1572,Type 2 diabetes mellitus without complications (Variant #1572),Endocrine,Moderate
1573,J18.9.1573,"Pneumonia, unspecified organism (Variant #1573)",Respiratory,Severe
1574,J45.909.1574,"Unspecified asthma, uncomplicated (Variant #1574)",Respiratory,Moderate
1575,E78.5.1575,"Hyperlipidemia, unspecified (Variant #1575)",Endocrine,Mild
1576,E78.5.1576,"Hyperlipidemia, unspecified (Variant #1576)",Endocrine,Mild
1577,E78.5.1577,"Hyperlipidemia, unspecified (Variant #1577)",Endocrine,Mild
1578,I25.10.1578,Atherosclerotic heart disease of native coronary artery (Variant #1578),Cardiovascular,Severe
1579,F41.1.1579,Generalized anxiety disorder (Variant #1579),Mental Health,Moderate
1580,M17.11.1580,"Unspecified primary osteoarthritis, right knee (Variant #1580)",Musculoskeletal,Moderate
1581,G40.909.1581,"Epilepsy, unspecified, not intractable (Variant #1581)",Neurology,Severe
1582,N39.0.1582,"Urinary tract infection, site not specified (Variant #1582)",Urological,Moderate
1583,C34.90.1583,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1583),Oncology,Critical
1584,R07.9.1584,"Chest pain, unspecified (Variant #1584)",Cardiovascular,Severe
1585,J18.9.1585,"Pneumonia, unspecified organism (Variant #1585)",Respiratory,Severe
1586,M54.5.1586,"Low back pain, unspecified (Variant #1586)",Musculoskeletal,Mild
1587,M17.11.1587,"Unspecified primary osteoarthritis, right knee (Variant #1587)",Musculoskeletal,Moderate
1588,M54.5.1588,"Low back pain, unspecified (Variant #1588)",Musculoskeletal,Mild
1589,I10.1589,Essential (primary) hypertension (Variant #1589),Cardiovascular,Mild
1590,I25.10.1590,Atherosclerotic heart disease of native coronary artery (Variant #1590),Cardiovascular,Severe
1591,M17.11.1591,"Unspecified primary osteoarthritis, right knee (Variant #1591)",Musculoskeletal,Moderate
1592,G40.909.1592,"Epilepsy, unspecified, not intractable (Variant #1592)",Neurology,Severe
1593,J18.9.1593,"Pneumonia, unspecified organism (Variant #1593)",Respiratory,Severe
1594,R07.9.1594,"Chest pain, unspecified (Variant #1594)",Cardiovascular,Severe
1595,J45.909.1595,"Unspecified asthma, uncomplicated (Variant #1595)",Respiratory,Moderate
1596,J18.9.1596,"Pneumonia, unspecified organism (Variant #1596)",Respiratory,Severe
1597,M54.5.1597,"Low back pain, unspecified (Variant #1597)",Musculoskeletal,Mild
1598,I10.1598,Essential (primary) hypertension (Variant #1598),Cardiovascular,Mild
1599,G40.909.1599,"Epilepsy, unspecified, not intractable (Variant #1599)",Neurology,Severe
1600,M17.11.1600,"Unspecified primary osteoarthritis, right knee (Variant #1600)",Musculoskeletal,Moderate
1601,K21.9.1601,Gastro-esophageal reflux disease without esophagitis (Variant #1601),Gastrointestinal,Mild
1602,N39.0.1602,"Urinary tract infection, site not specified (Variant #1602)",Urological,Moderate
1603,K21.9.1603,Gastro-esophageal reflux disease without esophagitis (Variant #1603),Gastrointestinal,Mild
1604,G40.909.1604,"Epilepsy, unspecified, not intractable (Variant #1604)",Neurology,Severe
1605,C34.90.1605,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1605),Oncology,Critical
1606,E11.9.1606,Type 2 diabetes mellitus without complications (Variant #1606),Endocrine,Moderate
1607,M54.5.1607,"Low back pain, unspecified (Variant #1607)",Musculoskeletal,Mild
1608,F41.1.1608,Generalized anxiety disorder (Variant #1608),Mental Health,Moderate
1609,E11.9.1609,Type 2 diabetes mellitus without complications (Variant #1609),Endocrine,Moderate
1610,R07.9.1610,"Chest pain, unspecified (Variant #1610)",Cardiovascular,Severe
1611,C34.90.1611,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1611),Oncology,Critical
1612,I25.10.1612,Atherosclerotic heart disease of native coronary artery (Variant #1612),Cardiovascular,Severe
1613,I25.10.1613,Atherosclerotic heart disease of native coronary artery (Variant #1613),Cardiovascular,Severe
1614,I10.1614,Essential (primary) hypertension (Variant #1614),Cardiovascular,Mild
1615,I25.10.1615,Atherosclerotic heart disease of native coronary artery (Variant #1615),Cardiovascular,Severe
1616,K21.9.1616,Gastro-esophageal reflux disease without esophagitis (Variant #1616),Gastrointestinal,Mild
1617,M54.5.1617,"Low back pain, unspecified (Variant #1617)",Musculoskeletal,Mild
1618,E78.5.1618,"Hyperlipidemia, unspecified (Variant #1618)",Endocrine,Mild
1619,I10.1619,Essential (primary) hypertension (Variant #1619),Cardiovascular,Mild
1620,I25.10.1620,Atherosclerotic heart disease of native coronary artery (Variant #1620),Cardiovascular,Severe
1621,J06.9.1621,"Acute upper respiratory infection, unspecified (Variant #1621)",Respiratory,Mild
1622,F41.1.1622,Generalized anxiety disorder (Variant #1622),Mental Health,Moderate
1623,G40.909.1623,"Epilepsy, unspecified, not intractable (Variant #1623)",Neurology,Severe
1624,F41.1.1624,Generalized anxiety disorder (Variant #1624),Mental Health,Moderate
1625,I10.1625,Essential (primary) hypertension (Variant #1625),Cardiovascular,Mild
1626,I10.1626,Essential (primary) hypertension (Variant #1626),Cardiovascular,Mild
1627,F41.1.1627,Generalized anxiety disorder (Variant #1627),Mental Health,Moderate
1628,G40.909.1628,"Epilepsy, unspecified, not intractable (Variant #1628)",Neurology,Severe
1629,J45.909.1629,"Unspecified asthma, uncomplicated (Variant #1629)",Respiratory,Moderate
1630,K21.9.1630,Gastro-esophageal reflux disease without esophagitis (Variant #1630),Gastrointestinal,Mild
1631,I10.1631,Essential (primary) hypertension (Variant #1631),Cardiovascular,Mild
1632,E11.9.1632,Type 2 diabetes mellitus without complications (Variant #1632),Endocrine,Moderate
1633,M54.5.1633,"Low back pain, unspecified (Variant #1633)",Musculoskeletal,Mild
1634,C34.90.1634,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1634),Oncology,Critical
1635,E78.5.1635,"Hyperlipidemia, unspecified (Variant #1635)",Endocrine,Mild
1636,I25.10.1636,Atherosclerotic heart disease of native coronary artery (Variant #1636),Cardiovascular,Severe
1637,I25.10.1637,Atherosclerotic heart disease of native coronary artery (Variant #1637),Cardiovascular,Severe
1638,F41.1.1638,Generalized anxiety disorder (Variant #1638),Mental Health,Moderate
1639,I10.1639,Essential (primary) hypertension (Variant #1639),Cardiovascular,Mild
1640,M54.5.1640,"Low back pain, unspecified (Variant #1640)",Musculoskeletal,Mild
1641,K21.9.1641,Gastro-esophageal reflux disease without esophagitis (Variant #1641),Gastrointestinal,Mild
1642,I10.1642,Essential (primary) hypertension (Variant #1642),Cardiovascular,Mild
1643,J45.909.1643,"Unspecified asthma, uncomplicated (Variant #1643)",Respiratory,Moderate
1644,M54.5.1644,"Low back pain, unspecified (Variant #1644)",Musculoskeletal,Mild
1645,C34.90.1645,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1645),Oncology,Critical
1646,M17.11.1646,"Unspecified primary osteoarthritis, right knee (Variant #1646)",Musculoskeletal,Moderate
1647,C34.90.1647,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1647),Oncology,Critical
1648,K21.9.1648,Gastro-esophageal reflux disease without esophagitis (Variant #1648),Gastrointestinal,Mild
1649,J45.909.1649,"Unspecified asthma, uncomplicated (Variant #1649)",Respiratory,Moderate
1650,R07.9.1650,"Chest pain, unspecified (Variant #1650)",Cardiovascular,Severe
1651,J18.9.1651,"Pneumonia, unspecified organism (Variant #1651)",Respiratory,Severe
1652,J18.9.1652,"Pneumonia, unspecified organism (Variant #1652)",Respiratory,Severe
1653,E78.5.1653,"Hyperlipidemia, unspecified (Variant #1653)",Endocrine,Mild
1654,N39.0.1654,"Urinary tract infection, site not specified (Variant #1654)",Urological,Moderate
1655,E11.9.1655,Type 2 diabetes mellitus without complications (Variant #1655),Endocrine,Moderate
1656,F41.1.1656,Generalized anxiety disorder (Variant #1656),Mental Health,Moderate
1657,E78.5.1657,"Hyperlipidemia, unspecified (Variant #1657)",Endocrine,Mild
1658,M17.11.1658,"Unspecified primary osteoarthritis, right knee (Variant #1658)",Musculoskeletal,Moderate
1659,J18.9.1659,"Pneumonia, unspecified organism (Variant #1659)",Respiratory,Severe
1660,M54.5.1660,"Low back pain, unspecified (Variant #1660)",Musculoskeletal,Mild
1661,N39.0.1661,"Urinary tract infection, site not specified (Variant #1661)",Urological,Moderate
1662,M54.5.1662,"Low back pain, unspecified (Variant #1662)",Musculoskeletal,Mild
1663,J06.9.1663,"Acute upper respiratory infection, unspecified (Variant #1663)",Respiratory,Mild
1664,E11.9.1664,Type 2 diabetes mellitus without complications (Variant #1664),Endocrine,Moderate
1665,M54.5.1665,"Low back pain, unspecified (Variant #1665)",Musculoskeletal,Mild
1666,M17.11.1666,"Unspecified primary osteoarthritis, right knee (Variant #1666)",Musculoskeletal,Moderate
1667,M54.5.1667,"Low back pain, unspecified (Variant #1667)",Musculoskeletal,Mild
1668,J45.909.1668,"Unspecified asthma, uncomplicated (Variant #1668)",Respiratory,Moderate
1669,J18.9.1669,"Pneumonia, unspecified organism (Variant #1669)",Respiratory,Severe
1670,R07.9.1670,"Chest pain, unspecified (Variant #1670)",Cardiovascular,Severe
1671,I10.1671,Essential (primary) hypertension (Variant #1671),Cardiovascular,Mild
1672,M17.11.1672,"Unspecified primary osteoarthritis, right knee (Variant #1672)",Musculoskeletal,Moderate
1673,I10.1673,Essential (primary) hypertension (Variant #1673),Cardiovascular,Mild
1674,R07.9.1674,"Chest pain, unspecified (Variant #1674)",Cardiovascular,Severe
1675,M17.11.1675,"Unspecified primary osteoarthritis, right knee (Variant #1675)",Musculoskeletal,Moderate
1676,C34.90.1676,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1676),Oncology,Critical
1677,E11.9.1677,Type 2 diabetes mellitus without complications (Variant #1677),Endocrine,Moderate
1678,I10.1678,Essential (primary) hypertension (Variant #1678),Cardiovascular,Mild
1679,N39.0.1679,"Urinary tract infection, site not specified (Variant #1679)",Urological,Moderate
1680,J45.909.1680,"Unspecified asthma, uncomplicated (Variant #1680)",Respiratory,Moderate
1681,J45.909.1681,"Unspecified asthma, uncomplicated (Variant #1681)",Respiratory,Moderate
1682,G40.909.1682,"Epilepsy, unspecified, not intractable (Variant #1682)",Neurology,Severe
1683,J06.9.1683,"Acute upper respiratory infection, unspecified (Variant #1683)",Respiratory,Mild
1684,J45.909.1684,"Unspecified asthma, uncomplicated (Variant #1684)",Respiratory,Moderate
1685,N39.0.1685,"Urinary tract infection, site not specified (Variant #1685)",Urological,Moderate
1686,F41.1.1686,Generalized anxiety disorder (Variant #1686),Mental Health,Moderate
1687,N39.0.1687,"Urinary tract infection, site not specified (Variant #1687)",Urological,Moderate
1688,J06.9.1688,"Acute upper respiratory infection, unspecified (Variant #1688)",Respiratory,Mild
1689,K21.9.1689,Gastro-esophageal reflux disease without esophagitis (Variant #1689),Gastrointestinal,Mild
1690,C34.90.1690,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1690),Oncology,Critical
1691,N39.0.1691,"Urinary tract infection, site not specified (Variant #1691)",Urological,Moderate
1692,E78.5.1692,"Hyperlipidemia, unspecified (Variant #1692)",Endocrine,Mild
1693,M54.5.1693,"Low back pain, unspecified (Variant #1693)",Musculoskeletal,Mild
1694,K21.9.1694,Gastro-esophageal reflux disease without esophagitis (Variant #1694),Gastrointestinal,Mild
1695,R07.9.1695,"Chest pain, unspecified (Variant #1695)",Cardiovascular,Severe
1696,E78.5.1696,"Hyperlipidemia, unspecified (Variant #1696)",Endocrine,Mild
1697,C34.90.1697,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1697),Oncology,Critical
1698,C34.90.1698,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1698),Oncology,Critical
1699,N39.0.1699,"Urinary tract infection, site not specified (Variant #1699)",Urological,Moderate
1700,I10.1700,Essential (primary) hypertension (Variant #1700),Cardiovascular,Mild
1701,J18.9.1701,"Pneumonia, unspecified organism (Variant #1701)",Respiratory,Severe
1702,F41.1.1702,Generalized anxiety disorder (Variant #1702),Mental Health,Moderate
1703,I10.1703,Essential (primary) hypertension (Variant #1703),Cardiovascular,Mild
1704,I10.1704,Essential (primary) hypertension (Variant #1704),Cardiovascular,Mild
1705,E78.5.1705,"Hyperlipidemia, unspecified (Variant #1705)",Endocrine,Mild
1706,E11.9.1706,Type 2 diabetes mellitus without complications (Variant #1706),Endocrine,Moderate
1707,G40.909.1707,"Epilepsy, unspecified, not intractable (Variant #1707)",Neurology,Severe
1708,G40.909.1708,"Epilepsy, unspecified, not intractable (Variant #1708)",Neurology,Severe
1709,F41.1.1709,Generalized anxiety disorder (Variant #1709),Mental Health,Moderate
1710,M17.11.1710,"Unspecified primary osteoarthritis, right knee (Variant #1710)",Musculoskeletal,Moderate
1711,C34.90.1711,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1711),Oncology,Critical
1712,J18.9.1712,"Pneumonia, unspecified organism (Variant #1712)",Respiratory,Severe
1713,M17.11.1713,"Unspecified primary osteoarthritis, right knee (Variant #1713)",Musculoskeletal,Moderate
1714,G40.909.1714,"Epilepsy, unspecified, not intractable (Variant #1714)",Neurology,Severe
1715,M17.11.1715,"Unspecified primary osteoarthritis, right knee (Variant #1715)",Musculoskeletal,Moderate
1716,K21.9.1716,Gastro-esophageal reflux disease without esophagitis (Variant #1716),Gastrointestinal,Mild
1717,E78.5.1717,"Hyperlipidemia, unspecified (Variant #1717)",Endocrine,Mild
1718,J45.909.1718,"Unspecified asthma, uncomplicated (Variant #1718)",Respiratory,Moderate
1719,M17.11.1719,"Unspecified primary osteoarthritis, right knee (Variant #1719)",Musculoskeletal,Moderate
1720,G40.909.1720,"Epilepsy, unspecified, not intractable (Variant #1720)",Neurology,Severe
1721,G40.909.1721,"Epilepsy, unspecified, not intractable (Variant #1721)",Neurology,Severe
1722,G40.909.1722,"Epilepsy, unspecified, not intractable (Variant #1722)",Neurology,Severe
1723,C34.90.1723,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1723),Oncology,Critical
1724,M54.5.1724,"Low back pain, unspecified (Variant #1724)",Musculoskeletal,Mild
1725,J18.9.1725,"Pneumonia, unspecified organism (Variant #1725)",Respiratory,Severe
1726,E11.9.1726,Type 2 diabetes mellitus without complications (Variant #1726),Endocrine,Moderate
1727,F41.1.1727,Generalized anxiety disorder (Variant #1727),Mental Health,Moderate
1728,I25.10.1728,Atherosclerotic heart disease of native coronary artery (Variant #1728),Cardiovascular,Severe
1729,G40.909.1729,"Epilepsy, unspecified, not intractable (Variant #1729)",Neurology,Severe
1730,M54.5.1730,"Low back pain, unspecified (Variant #1730)",Musculoskeletal,Mild
1731,R07.9.1731,"Chest pain, unspecified (Variant #1731)",Cardiovascular,Severe
1732,J06.9.1732,"Acute upper respiratory infection, unspecified (Variant #1732)",Respiratory,Mild
1733,J45.909.1733,"Unspecified asthma, uncomplicated (Variant #1733)",Respiratory,Moderate
1734,G40.909.1734,"Epilepsy, unspecified, not intractable (Variant #1734)",Neurology,Severe
1735,K21.9.1735,Gastro-esophageal reflux disease without esophagitis (Variant #1735),Gastrointestinal,Mild
1736,E11.9.1736,Type 2 diabetes mellitus without complications (Variant #1736),Endocrine,Moderate
1737,F41.1.1737,Generalized anxiety disorder (Variant #1737),Mental Health,Moderate
1738,F41.1.1738,Generalized anxiety disorder (Variant #1738),Mental Health,Moderate
1739,M54.5.1739,"Low back pain, unspecified (Variant #1739)",Musculoskeletal,Mild
1740,M54.5.1740,"Low back pain, unspecified (Variant #1740)",Musculoskeletal,Mild
1741,M54.5.1741,"Low back pain, unspecified (Variant #1741)",Musculoskeletal,Mild
1742,I10.1742,Essential (primary) hypertension (Variant #1742),Cardiovascular,Mild
1743,M17.11.1743,"Unspecified primary osteoarthritis, right knee (Variant #1743)",Musculoskeletal,Moderate
1744,G40.909.1744,"Epilepsy, unspecified, not intractable (Variant #1744)",Neurology,Severe
1745,M17.11.1745,"Unspecified primary osteoarthritis, right knee (Variant #1745)",Musculoskeletal,Moderate
1746,F41.1.1746,Generalized anxiety disorder (Variant #1746),Mental Health,Moderate
1747,G40.909.1747,"Epilepsy, unspecified, not intractable (Variant #1747)",Neurology,Severe
1748,F41.1.1748,Generalized anxiety disorder (Variant #1748),Mental Health,Moderate
1749,I25.10.1749,Atherosclerotic heart disease of native coronary artery (Variant #1749),Cardiovascular,Severe
1750,J06.9.1750,"Acute upper respiratory infection, unspecified (Variant #1750)",Respiratory,Mild
1751,N39.0.1751,"Urinary tract infection, site not specified (Variant #1751)",Urological,Moderate
1752,R07.9.1752,"Chest pain, unspecified (Variant #1752)",Cardiovascular,Severe
1753,N39.0.1753,"Urinary tract infection, site not specified (Variant #1753)",Urological,Moderate
1754,G40.909.1754,"Epilepsy, unspecified, not intractable (Variant #1754)",Neurology,Severe
1755,J45.909.1755,"Unspecified asthma, uncomplicated (Variant #1755)",Respiratory,Moderate
1756,J45.909.1756,"Unspecified asthma, uncomplicated (Variant #1756)",Respiratory,Moderate
1757,J06.9.1757,"Acute upper respiratory infection, unspecified (Variant #1757)",Respiratory,Mild
1758,J06.9.1758,"Acute upper respiratory infection, unspecified (Variant #1758)",Respiratory,Mild
1759,F41.1.1759,Generalized anxiety disorder (Variant #1759),Mental Health,Moderate
1760,J45.909.1760,"Unspecified asthma, uncomplicated (Variant #1760)",Respiratory,Moderate
1761,M54.5.1761,"Low back pain, unspecified (Variant #1761)",Musculoskeletal,Mild
1762,I10.1762,Essential (primary) hypertension (Variant #1762),Cardiovascular,Mild
1763,J45.909.1763,"Unspecified asthma, uncomplicated (Variant #1763)",Respiratory,Moderate
1764,K21.9.1764,Gastro-esophageal reflux disease without esophagitis (Variant #1764),Gastrointestinal,Mild
1765,N39.0.1765,"Urinary tract infection, site not specified (Variant #1765)",Urological,Moderate
1766,F41.1.1766,Generalized anxiety disorder (Variant #1766),Mental Health,Moderate
1767,I10.1767,Essential (primary) hypertension (Variant #1767),Cardiovascular,Mild
1768,J45.909.1768,"Unspecified asthma, uncomplicated (Variant #1768)",Respiratory,Moderate
1769,M54.5.1769,"Low back pain, unspecified (Variant #1769)",Musculoskeletal,Mild
1770,C34.90.1770,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1770),Oncology,Critical
1771,J06.9.1771,"Acute upper respiratory infection, unspecified (Variant #1771)",Respiratory,Mild
1772,I25.10.1772,Atherosclerotic heart disease of native coronary artery (Variant #1772),Cardiovascular,Severe
1773,N39.0.1773,"Urinary tract infection, site not specified (Variant #1773)",Urological,Moderate
1774,F41.1.1774,Generalized anxiety disorder (Variant #1774),Mental Health,Moderate
1775,G40.909.1775,"Epilepsy, unspecified, not intractable (Variant #1775)",Neurology,Severe
1776,I10.1776,Essential (primary) hypertension (Variant #1776),Cardiovascular,Mild
1777,M17.11.1777,"Unspecified primary osteoarthritis, right knee (Variant #1777)",Musculoskeletal,Moderate
1778,I10.1778,Essential (primary) hypertension (Variant #1778),Cardiovascular,Mild
1779,K21.9.1779,Gastro-esophageal reflux disease without esophagitis (Variant #1779),Gastrointestinal,Mild
1780,E11.9.1780,Type 2 diabetes mellitus without complications (Variant #1780),Endocrine,Moderate
1781,M54.5.1781,"Low back pain, unspecified (Variant #1781)",Musculoskeletal,Mild
1782,K21.9.1782,Gastro-esophageal reflux disease without esophagitis (Variant #1782),Gastrointestinal,Mild
1783,I10.1783,Essential (primary) hypertension (Variant #1783),Cardiovascular,Mild
1784,J18.9.1784,"Pneumonia, unspecified organism (Variant #1784)",Respiratory,Severe
1785,K21.9.1785,Gastro-esophageal reflux disease without esophagitis (Variant #1785),Gastrointestinal,Mild
1786,J06.9.1786,"Acute upper respiratory infection, unspecified (Variant #1786)",Respiratory,Mild
1787,G40.909.1787,"Epilepsy, unspecified, not intractable (Variant #1787)",Neurology,Severe
1788,M54.5.1788,"Low back pain, unspecified (Variant #1788)",Musculoskeletal,Mild
1789,F41.1.1789,Generalized anxiety disorder (Variant #1789),Mental Health,Moderate
1790,M17.11.1790,"Unspecified primary osteoarthritis, right knee (Variant #1790)",Musculoskeletal,Moderate
1791,E78.5.1791,"Hyperlipidemia, unspecified (Variant #1791)",Endocrine,Mild
1792,R07.9.1792,"Chest pain, unspecified (Variant #1792)",Cardiovascular,Severe
1793,R07.9.1793,"Chest pain, unspecified (Variant #1793)",Cardiovascular,Severe
1794,M17.11.1794,"Unspecified primary osteoarthritis, right knee (Variant #1794)",Musculoskeletal,Moderate
1795,C34.90.1795,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1795),Oncology,Critical
1796,J18.9.1796,"Pneumonia, unspecified organism (Variant #1796)",Respiratory,Severe
1797,I10.1797,Essential (primary) hypertension (Variant #1797),Cardiovascular,Mild
1798,I10.1798,Essential (primary) hypertension (Variant #1798),Cardiovascular,Mild
1799,R07.9.1799,"Chest pain, unspecified (Variant #1799)",Cardiovascular,Severe
1800,J06.9.1800,"Acute upper respiratory infection, unspecified (Variant #1800)",Respiratory,Mild
1801,F41.1.1801,Generalized anxiety disorder (Variant #1801),Mental Health,Moderate
1802,R07.9.1802,"Chest pain, unspecified (Variant #1802)",Cardiovascular,Severe
1803,E78.5.1803,"Hyperlipidemia, unspecified (Variant #1803)",Endocrine,Mild
1804,M17.11.1804,"Unspecified primary osteoarthritis, right knee (Variant #1804)",Musculoskeletal,Moderate
1805,M17.11.1805,"Unspecified primary osteoarthritis, right knee (Variant #1805)",Musculoskeletal,Moderate
1806,E78.5.1806,"Hyperlipidemia, unspecified (Variant #1806)",Endocrine,Mild
1807,M54.5.1807,"Low back pain, unspecified (Variant #1807)",Musculoskeletal,Mild
1808,J45.909.1808,"Unspecified asthma, uncomplicated (Variant #1808)",Respiratory,Moderate
1809,E78.5.1809,"Hyperlipidemia, unspecified (Variant #1809)",Endocrine,Mild
1810,F41.1.1810,Generalized anxiety disorder (Variant #1810),Mental Health,Moderate
1811,I25.10.1811,Atherosclerotic heart disease of native coronary artery (Variant #1811),Cardiovascular,Severe
1812,I10.1812,Essential (primary) hypertension (Variant #1812),Cardiovascular,Mild
1813,K21.9.1813,Gastro-esophageal reflux disease without esophagitis (Variant #1813),Gastrointestinal,Mild
