warehouse_inventory_id,location_id,product_id,quantity_on_hand,quantity_reserved,reorder_point,last_received_date
71587,1262,868,1073,224,1623,2026-07-16
71588,1294,1089,5684,1062,789,2026-08-24
71589,1294,8228,12180,2298,1910,2026-06-17
71590,1295,9058,15891,3085,555,2026-08-05
71591,1277,9183,15766,2659,1550,2026-07-04
71592,1270,4525,3845,665,658,2026-07-18
71593,1267,3891,7880,1068,924,2026-08-12
71594,1294,4345,6730,1651,1451,2026-08-02
71595,1294,975,8421,426,1947,2026-06-17
71596,1256,6111,3368,589,1135,2026-08-27
71597,1259,7263,1498,122,1227,2026-08-11
71598,1254,8676,16502,2055,1646,2026-07-17
71599,1290,9855,6989,923,1448,2026-07-21
71600,1277,8315,1879,346,1568,2026-07-01
71601,1286,8071,8261,1047,1569,2026-08-23
71602,1295,8029,12178,1621,1790,2026-08-17
71603,1296,8602,8514,678,1777,2026-08-23
71604,1271,8414,18987,1938,930,2026-08-06
71605,1279,3988,1351,115,1128,2026-07-30
71606,1288,7298,640,81,1954,2026-06-28
71607,1294,5270,13063,2898,599,2026-08-27
71608,1287,7858,19191,3502,784,2026-07-23
71609,1267,2640,2491,236,1113,2026-07-23
71610,1296,6343,18874,1608,1724,2026-06-28
71611,1268,7670,10736,707,1861,2026-08-08
71612,1256,9359,8056,1539,1361,2026-06-26
71613,1275,4188,5729,722,958,2026-07-20
71614,1279,6078,13974,2152,1383,2026-07-22
71615,1295,1350,6509,960,1655,2026-07-01
71616,1272,9027,769,132,656,2026-06-22
71617,1268,5547,18400,1171,1140,2026-07-12
71618,1294,4548,11420,1244,609,2026-07-16
71619,1265,6960,11129,2497,1491,2026-08-08
71620,1260,5162,1012,80,1114,2026-07-24
71621,1266,4283,5613,1127,837,2026-06-06
71622,1272,4656,18818,1528,1331,2026-07-16
71623,1272,2028,7880,1624,1246,2026-08-08
71624,1272,1629,13647,978,1305,2026-07-18
71625,1254,6540,7014,554,1903,2026-07-25
71626,1277,4296,14657,2136,653,2026-07-11
71627,1280,9553,8642,1610,1834,2026-06-17
71628,1290,5515,2990,555,1237,2026-06-27
71629,1285,2023,12647,1254,1188,2026-07-10
71630,1296,5389,5685,391,1164,2026-07-29
71631,1261,4743,4751,764,1619,2026-07-17
71632,1285,6861,12894,2753,1213,2026-07-28
71633,1291,2723,7074,1445,1739,2026-06-02
71634,1257,472,19641,1439,1316,2026-06-12
71635,1268,8075,12490,911,1664,2026-06-11
71636,1259,5324,1510,362,1340,2026-07-11
71637,1278,41,1310,72,1500,2026-08-21
71638,1292,9524,15198,1293,745,2026-06-25
71639,1284,4786,4708,862,1220,2026-08-18
71640,1274,2327,18085,1462,1035,2026-07-11
71641,1269,3652,9668,1410,1792,2026-07-06
71642,1269,2135,13515,2323,689,2026-08-09
71643,1256,5526,17695,4309,1242,2026-07-07
71644,1289,6457,6942,1580,688,2026-08-03
71645,1265,10000,6329,1101,1650,2026-06-05
71646,1261,4000,10607,2189,1104,2026-08-19
71647,1266,8039,3770,743,504,2026-08-20
71648,1300,7212,18836,2186,1328,2026-08-22
71649,1269,3169,12312,2044,1842,2026-06-25
71650,1268,7482,3132,176,1225,2026-07-17
71651,1266,6929,5945,1325,593,2026-08-19
71652,1286,45,19783,3707,1789,2026-06-29
71653,1289,7775,8490,1760,1756,2026-06-28
71654,1291,4550,13312,2716,913,2026-07-22
71655,1290,806,3040,365,1897,2026-06-15
71656,1280,4909,7029,576,1591,2026-07-02
71657,1296,8017,13852,2722,1126,2026-07-11
71658,1279,4090,12141,1046,1785,2026-07-24
71659,1267,8657,11378,2329,1740,2026-08-08
71660,1278,2681,16411,2527,1783,2026-06-05
71661,1289,9693,9786,920,1786,2026-08-06
71662,1276,2918,15613,3569,1599,2026-08-15
71663,1293,3350,4835,666,1798,2026-08-22
71664,1283,8274,14737,997,851,2026-07-22
71665,1286,850,6012,330,1756,2026-07-12
71666,1287,7411,1799,196,1273,2026-08-13
71667,1263,6930,15144,1340,1146,2026-07-17
71668,1278,5793,11400,1716,1092,2026-07-02
71669,1273,4439,15592,1846,1246,2026-08-16
71670,1252,6542,9649,744,875,2026-08-11
71671,1285,506,2576,410,1225,2026-07-07
71672,1262,2726,3584,317,1200,2026-07-16
71673,1292,7722,9949,1625,524,2026-07-23
71674,1273,9565,13975,2767,1161,2026-06-08
71675,1278,8233,9953,2281,1913,2026-06-07
71676,1279,8183,12442,2400,820,2026-07-23
71677,1271,3678,19769,4818,1479,2026-08-13
71678,1293,6621,1771,221,1112,2026-08-11
71679,1286,4228,6297,355,1274,2026-07-07
71680,1276,8185,3431,512,1743,2026-06-13
71681,1293,9887,6482,1396,697,2026-08-07
71682,1270,9492,13146,2707,825,2026-07-03
71683,1284,4746,9313,512,1139,2026-07-03
71684,1273,6945,13109,1204,1823,2026-06-23
71685,1289,310,12775,3018,1328,2026-08-16
71686,1257,6210,5045,796,1897,2026-07-21
71687,1278,5219,10528,771,1399,2026-07-01
71688,1265,9282,6992,537,761,2026-07-31
71689,1274,3876,10683,696,1149,2026-07-09
71690,1278,3659,19264,2910,1637,2026-08-04
71691,1258,4826,6844,887,632,2026-07-16
71692,1288,9790,3673,374,1909,2026-06-10
71693,1288,5563,14961,3563,1573,2026-07-23
71694,1265,2152,13417,2591,1241,2026-08-07
71695,1269,9138,14845,1558,1037,2026-07-13
71696,1290,4256,11683,2019,895,2026-07-05
71697,1299,8657,2248,320,643,2026-08-08
71698,1252,6752,11361,1467,1894,2026-06-30
71699,1275,653,18877,1684,1877,2026-07-12
71700,1272,9260,9894,1754,1476,2026-08-08
71701,1259,4381,10997,2244,1398,2026-08-02
71702,1292,3333,12848,1638,945,2026-07-15
71703,1267,4801,19065,1484,918,2026-08-20
71704,1279,5329,5326,832,1622,2026-07-14
71705,1295,2073,14120,724,1210,2026-06-11
71706,1260,2935,18660,3574,823,2026-06-25
71707,1280,1195,18107,1839,848,2026-06-28
71708,1259,1977,6425,653,850,2026-08-07
71709,1266,1386,2984,566,1537,2026-07-27
71710,1269,6823,13964,2701,700,2026-08-14
71711,1259,6571,14920,2133,596,2026-07-31
71712,1272,3636,3392,525,1091,2026-08-14
71713,1259,7875,8523,934,1158,2026-07-08
71714,1264,7265,7727,1578,1232,2026-07-10
71715,1257,8199,13787,2687,1460,2026-08-24
71716,1295,3511,16451,3560,667,2026-06-24
71717,1288,1800,18626,2152,1816,2026-06-03
71718,1265,7345,906,128,1359,2026-07-26
71719,1273,622,13920,2697,1753,2026-06-20
71720,1287,1529,15762,3918,1286,2026-06-17
71721,1268,5870,13703,1482,1556,2026-07-11
71722,1288,4111,16614,902,614,2026-08-13
71723,1300,1985,7569,719,1806,2026-07-11
71724,1277,1737,11120,1701,991,2026-07-26
71725,1286,1176,12692,2158,1969,2026-08-25
71726,1286,9853,13170,1789,561,2026-08-22
71727,1287,3394,2282,329,924,2026-07-31
71728,1288,2948,17637,1997,1917,2026-06-25
71729,1291,8073,3065,708,1501,2026-07-27
71730,1279,6497,5568,665,515,2026-06-01
71731,1274,6794,5346,1284,570,2026-07-27
71732,1280,4952,15676,3077,1569,2026-08-11
71733,1285,8681,10928,1011,1919,2026-07-06
71734,1285,3054,8427,1939,1892,2026-06-28
71735,1276,8401,3126,562,1874,2026-07-16
71736,1300,2126,17636,1598,1271,2026-07-20
71737,1296,3555,14162,1050,1156,2026-07-05
71738,1284,6197,14314,3057,580,2026-07-15
71739,1298,6426,13485,829,1750,2026-06-05
71740,1261,4225,7476,1499,1580,2026-07-09
71741,1259,8745,13227,1098,1935,2026-06-30
71742,1299,8011,3588,286,1690,2026-07-12
71743,1275,4388,12000,1965,899,2026-08-09
71744,1299,1064,3206,610,1165,2026-07-20
71745,1300,8870,12247,2709,1670,2026-07-19
71746,1274,3042,2263,264,693,2026-07-22
71747,1273,2528,623,66,938,2026-08-07
71748,1264,2043,13126,1891,1687,2026-08-11
71749,1292,2061,2479,317,1584,2026-06-14
71750,1259,662,13859,825,804,2026-06-12
71751,1278,2463,7278,830,1253,2026-07-31
71752,1263,9346,5171,1097,753,2026-07-10
71753,1299,2094,16157,3966,1190,2026-08-05
71754,1253,9295,7484,948,1235,2026-08-16
71755,1271,2912,2126,517,1224,2026-06-05
71756,1276,9148,4475,405,1938,2026-06-22
71757,1281,6161,14965,3342,1228,2026-06-23
71758,1270,7370,4390,638,1143,2026-06-21
71759,1297,1244,18039,2391,1506,2026-08-23
71760,1257,2597,14101,1528,1916,2026-06-16
71761,1272,9273,19774,1996,676,2026-08-10
71762,1259,6357,13334,1188,1294,2026-07-20
71763,1300,7197,3376,774,1503,2026-06-15
71764,1256,8626,11048,2410,1459,2026-06-05
71765,1265,2787,2519,251,1551,2026-08-21
71766,1271,4452,17938,3148,1567,2026-07-16
71767,1289,7765,5269,813,875,2026-06-27
71768,1286,3201,16832,1526,1498,2026-07-20
71769,1253,4241,10791,705,1537,2026-07-28
71770,1294,3714,14595,750,1378,2026-08-03
71771,1265,3650,10926,686,973,2026-07-23
71772,1263,4964,12739,2045,1182,2026-06-12
71773,1296,8196,4155,722,1721,2026-06-14
71774,1257,8098,5370,660,1751,2026-08-19
71775,1287,872,1514,284,1336,2026-07-13
71776,1284,1941,10100,1156,1127,2026-08-16
71777,1300,672,18148,3359,1254,2026-06-07
71778,1284,5763,13498,2461,841,2026-06-05
71779,1286,312,6804,418,1746,2026-06-29
71780,1284,2012,3279,491,1011,2026-07-01
71781,1256,2333,3613,885,920,2026-08-17
71782,1298,5691,8596,520,1639,2026-07-26
71783,1270,935,19607,4093,1346,2026-08-05
71784,1259,5308,3968,421,520,2026-06-30
71785,1277,8606,13455,1943,885,2026-08-21
71786,1286,3547,16509,2260,1902,2026-06-17
71787,1251,153,5275,1130,1797,2026-07-18
71788,1273,2346,11043,2337,1822,2026-07-17
71789,1253,1578,7681,1039,1082,2026-07-22
71790,1287,2595,17619,2991,1893,2026-06-19
71791,1254,8108,10935,1403,1268,2026-07-08
71792,1274,1934,6129,748,968,2026-07-07
71793,1295,7034,8038,1999,1811,2026-08-27
71794,1271,3470,2013,113,577,2026-08-12
71795,1280,3037,4492,1107,900,2026-07-01
71796,1271,4006,1217,144,1506,2026-07-01
71797,1282,8632,1436,171,809,2026-07-09
71798,1283,8791,6990,1180,813,2026-08-26
71799,1299,3142,6870,1472,1444,2026-07-26
71800,1285,4966,5165,985,1614,2026-07-17
71801,1272,287,7828,1843,1785,2026-06-23
71802,1280,4248,7983,504,1808,2026-06-08
71803,1274,5096,18838,3601,1997,2026-06-27
71804,1276,3144,18074,4176,1743,2026-08-26
71805,1284,9638,17491,3821,990,2026-08-23
71806,1264,1197,17494,3589,1659,2026-06-21
71807,1262,6020,11229,2308,1871,2026-06-09
71808,1288,155,8029,1478,1187,2026-07-05
71809,1272,1124,7260,1551,1192,2026-07-13
71810,1258,926,4109,802,591,2026-08-02
71811,1259,3382,8463,2108,507,2026-06-14
71812,1260,8944,15574,2480,1295,2026-07-11
71813,1280,1312,5403,797,842,2026-06-24
71814,1266,6862,11532,1183,1156,2026-08-19
71815,1296,9659,16246,2617,1728,2026-08-05
71816,1294,6000,6956,1503,658,2026-08-23
71817,1258,9354,15485,3511,827,2026-06-16
71818,1288,6716,8884,1700,980,2026-07-09
71819,1251,6388,18533,1767,1828,2026-07-23
71820,1280,3371,12394,2914,1586,2026-06-19
71821,1269,5246,15044,972,1243,2026-08-08
71822,1300,5579,2850,517,549,2026-08-22
71823,1262,1634,10962,1753,1623,2026-06-30
71824,1300,6509,11497,1736,1468,2026-07-22
71825,1251,1134,2198,124,1054,2026-06-11
71826,1271,8576,9125,2057,752,2026-06-12
71827,1266,2838,926,141,780,2026-08-10
71828,1263,3848,1008,77,845,2026-07-16
71829,1290,3119,17020,1136,1248,2026-08-21
71830,1285,4882,15399,3611,651,2026-07-29
71831,1267,7841,16541,2507,1328,2026-05-31
71832,1284,3189,10237,2516,693,2026-07-07
71833,1266,6191,16659,2432,1851,2026-07-29
71834,1292,8670,16883,3373,1744,2026-06-18
71835,1278,8661,6507,1588,955,2026-08-14
71836,1300,7082,5855,812,1358,2026-08-20
71837,1289,5751,10598,1526,500,2026-06-28
71838,1277,8306,6665,928,1209,2026-05-30
71839,1270,8435,1255,172,583,2026-07-11
71840,1266,9738,3410,678,1110,2026-08-04
71841,1283,6679,1523,337,840,2026-08-16
71842,1273,6431,8314,1824,1385,2026-06-01
71843,1270,4050,9416,1870,1978,2026-08-25
71844,1268,986,16290,1154,1199,2026-08-20
71845,1276,826,7537,1196,875,2026-07-18
71846,1291,3072,11128,1743,1679,2026-07-15
71847,1277,7219,16845,1466,1033,2026-08-01
71848,1289,2846,12835,800,1922,2026-08-15
71849,1254,8447,12370,2467,1910,2026-08-10
71850,1266,2313,577,119,1172,2026-07-22
71851,1263,5967,9850,1579,1571,2026-08-04
71852,1279,8829,16934,1665,880,2026-07-24
71853,1258,3692,14157,3186,1129,2026-06-11
71854,1278,6125,1540,280,544,2026-08-19
71855,1255,3440,17465,3255,1244,2026-07-25
71856,1292,312,17058,3268,1752,2026-07-05
71857,1293,4213,638,39,750,2026-05-29
71858,1268,9040,17696,2897,1086,2026-06-12
71859,1252,9703,4407,591,928,2026-08-11
71860,1271,8442,3875,485,1167,2026-06-10
71861,1294,7920,16311,3380,1523,2026-08-10
71862,1289,6806,6044,865,1000,2026-06-30
71863,1253,239,6653,681,911,2026-08-01
71864,1252,2687,19659,4803,1569,2026-06-01
71865,1253,7490,10545,2034,1570,2026-07-01
71866,1252,2081,8911,842,1014,2026-08-14
71867,1281,92,2603,320,827,2026-07-23
71868,1272,7527,11174,872,1557,2026-06-13
71869,1293,5658,16882,2642,1025,2026-08-03
71870,1264,7787,5279,1086,1467,2026-07-03
71871,1261,44,15833,3334,1380,2026-08-06
71872,1299,5818,5920,475,1505,2026-08-22
71873,1300,2673,19700,4798,1673,2026-08-06
71874,1263,4484,19952,4559,1584,2026-08-04
71875,1267,9155,14798,2238,1975,2026-08-23
71876,1266,7823,897,208,1160,2026-06-02
71877,1295,8645,14095,2190,1303,2026-07-14
71878,1286,673,18884,2924,1135,2026-07-19
71879,1295,5240,5643,352,1092,2026-07-15
71880,1297,5233,14776,1709,1902,2026-06-14
71881,1295,5546,10875,1506,1580,2026-08-16
71882,1263,9931,15208,3179,1959,2026-07-21
71883,1285,1817,19491,4623,593,2026-06-23
71884,1271,7002,15049,3756,1806,2026-06-18
71885,1277,7708,15238,2483,1917,2026-06-08
71886,1283,3156,18278,1984,735,2026-08-02
71887,1282,8682,6453,402,790,2026-08-11
71888,1254,9485,6287,532,1845,2026-07-05
71889,1255,7167,15603,2939,1490,2026-05-31
71890,1251,4861,6789,1347,1966,2026-08-13
71891,1280,7137,18518,3048,1367,2026-06-14
71892,1271,5237,1718,125,500,2026-08-21
71893,1275,3257,2092,403,642,2026-06-23
71894,1298,2035,9935,2000,701,2026-06-14
71895,1283,8048,3831,250,1983,2026-08-07
71896,1285,8908,13134,2638,846,2026-07-28
71897,1281,1900,4658,649,811,2026-07-07
71898,1274,9111,12271,1018,1218,2026-07-17
71899,1253,3143,3348,682,881,2026-06-04
71900,1261,2790,1596,227,551,2026-06-20
71901,1283,5923,17299,3368,1337,2026-07-31
71902,1291,7741,5464,874,561,2026-07-08
71903,1275,1281,7869,1043,1217,2026-08-24
71904,1297,9313,11789,1424,1305,2026-08-03
71905,1258,1614,7255,641,1851,2026-06-20
71906,1262,8850,12407,1125,520,2026-06-26
71907,1270,284,18424,1187,1501,2026-08-14
71908,1285,1102,3994,285,863,2026-08-01
71909,1285,6242,10346,2498,1305,2026-07-04
71910,1254,7307,18815,3219,1302,2026-06-12
71911,1256,5792,5354,1001,1177,2026-08-16
71912,1263,6885,17091,2697,602,2026-07-07
71913,1289,1749,6055,1485,1302,2026-08-01
71914,1257,3377,18252,3875,964,2026-06-21
71915,1275,946,16656,4052,863,2026-06-19
71916,1290,834,3080,542,1243,2026-06-25
71917,1261,9553,7443,1845,702,2026-06-18
71918,1294,7416,11009,1932,1476,2026-08-23
71919,1273,9171,6088,1049,1665,2026-07-19
71920,1261,1830,13726,2366,1165,2026-08-16
71921,1273,5541,16381,3137,1641,2026-06-25
71922,1285,5786,14428,1472,1127,2026-07-21
71923,1288,6904,17612,2427,945,2026-07-08
71924,1293,7083,7442,725,1577,2026-07-11
71925,1275,8431,11624,1574,913,2026-06-08
71926,1295,5082,2263,378,662,2026-07-31
71927,1267,4357,16744,4078,1727,2026-07-31
71928,1267,844,16170,1984,1622,2026-06-25
71929,1281,7854,6462,1286,1483,2026-06-18
71930,1259,8587,11845,732,973,2026-07-10
71931,1286,4056,13223,1646,1662,2026-07-23
71932,1300,2789,6217,1332,1356,2026-07-17
71933,1300,7667,10825,878,1821,2026-06-22
71934,1281,7728,7027,1658,1330,2026-07-07
71935,1281,1572,7519,1245,1831,2026-07-28
71936,1287,4925,6053,1247,1171,2026-08-06
71937,1288,9840,18288,3156,1967,2026-06-15
71938,1257,5981,12883,1040,1974,2026-06-08
71939,1278,9967,4040,446,611,2026-06-11
71940,1292,7997,9311,899,720,2026-06-14
71941,1281,5962,13899,1140,1460,2026-06-11
71942,1255,1855,7434,1527,1855,2026-06-30
71943,1282,2928,7022,1238,1731,2026-07-19
71944,1283,8850,5679,305,1285,2026-08-23
71945,1254,9680,2251,265,690,2026-06-23
71946,1270,6795,16303,3262,1959,2026-08-24
71947,1293,5250,17522,3150,1671,2026-07-04
71948,1277,5747,10087,1221,715,2026-06-08
71949,1268,5563,10775,2310,1497,2026-06-19
71950,1275,2122,1482,136,738,2026-08-11
71951,1284,5953,14189,2006,1701,2026-07-04
71952,1291,1946,14402,1328,1299,2026-08-17
71953,1282,2656,15524,1999,1914,2026-08-12
71954,1285,5493,11839,1412,1979,2026-07-27
71955,1270,3970,2561,419,1694,2026-05-29
71956,1252,3945,6894,1597,1949,2026-06-23
71957,1257,2122,5200,809,928,2026-06-14
71958,1286,8427,9081,1329,1885,2026-05-30
71959,1258,9127,9770,1896,1483,2026-06-20
71960,1255,5236,1553,308,1930,2026-07-24
71961,1296,3849,11174,1462,1275,2026-07-17
71962,1258,4419,7081,1483,1000,2026-07-22
71963,1271,5823,1868,159,872,2026-08-14
71964,1297,2154,8712,692,1191,2026-07-06
71965,1270,6271,2625,133,1579,2026-08-20
71966,1272,6515,2522,479,1067,2026-07-12
71967,1259,5037,5565,1123,1581,2026-08-11
71968,1261,2780,18391,3246,740,2026-08-19
71969,1279,8039,11746,2153,513,2026-06-10
71970,1257,2569,18364,3981,1070,2026-06-29
71971,1261,3386,15285,1961,1844,2026-06-06
71972,1298,5706,9344,1411,599,2026-06-04
71973,1300,5689,2311,558,1565,2026-06-08
71974,1275,6657,7081,1054,1384,2026-06-10
71975,1296,4484,4446,610,1948,2026-08-25
71976,1260,8323,13903,2702,1884,2026-06-15
71977,1286,5328,882,174,1063,2026-07-15
71978,1263,8696,17854,3292,1320,2026-08-18
71979,1270,7475,12668,1920,889,2026-06-01
71980,1258,301,15637,1937,898,2026-07-29
71981,1258,6539,9302,1083,1573,2026-07-26
71982,1277,9802,15463,2881,1691,2026-06-23
71983,1272,9758,17470,2247,1546,2026-08-14
71984,1253,6793,15998,1640,1915,2026-06-02
71985,1282,5956,12024,1769,1777,2026-07-05
71986,1259,2582,13551,2584,710,2026-06-15
71987,1272,9437,5699,587,792,2026-07-27
71988,1283,9270,2163,403,1774,2026-07-11
71989,1275,9016,17451,1324,1634,2026-08-07
71990,1297,854,6255,725,1578,2026-07-08
71991,1263,7195,7472,1465,1238,2026-08-10
71992,1293,3692,8562,1632,1349,2026-07-22
71993,1281,7778,8487,1540,883,2026-08-05
71994,1272,4941,15918,1736,1818,2026-06-16
71995,1267,7248,7795,1115,611,2026-07-16
71996,1270,3692,15422,3356,1898,2026-06-03
71997,1262,4917,2073,108,1781,2026-05-31
71998,1290,4203,12018,876,517,2026-06-01
71999,1257,1878,11087,1015,752,2026-08-01
72000,1289,6007,6059,935,742,2026-07-14
72001,1299,3392,7783,866,1542,2026-07-13
72002,1273,4258,11636,2049,1981,2026-05-30
72003,1270,2637,14913,3624,1860,2026-07-11
72004,1297,1442,6722,713,1191,2026-06-11
72005,1273,3087,14417,3104,868,2026-08-17
72006,1295,4464,13510,2667,1490,2026-06-01
72007,1262,6043,6192,1113,1414,2026-06-29
72008,1257,9023,13211,3191,938,2026-08-21
72009,1291,5375,3504,600,881,2026-08-04
72010,1268,5058,12030,2479,1049,2026-06-25
72011,1251,4006,4853,776,1071,2026-07-28
72012,1264,200,15633,3502,1373,2026-07-25
72013,1300,5049,11897,931,1194,2026-06-18
72014,1252,299,19920,3213,1089,2026-08-19
72015,1284,6715,7851,1914,1974,2026-07-13
72016,1284,5947,17479,2335,1686,2026-06-11
72017,1299,9682,8941,1468,1152,2026-06-17
72018,1289,3556,931,93,929,2026-08-23
72019,1256,5281,5831,1237,1177,2026-06-20
72020,1294,6385,17423,1126,1071,2026-06-19
72021,1261,7438,19175,3787,1645,2026-06-25
72022,1299,6497,11345,1116,1389,2026-07-18
72023,1287,6220,14671,1226,1913,2026-08-18
72024,1280,9721,5378,798,895,2026-07-27
72025,1283,1049,9670,1841,585,2026-05-30
72026,1280,7448,11438,617,528,2026-06-08
72027,1269,7014,12654,1765,889,2026-08-14
72028,1286,9637,11348,1758,1683,2026-07-20
72029,1258,6159,7244,828,773,2026-08-08
72030,1279,9620,15977,3715,1039,2026-08-10
72031,1275,879,4377,936,1065,2026-07-07
72032,1272,970,9357,2223,1691,2026-08-07
72033,1257,8348,8055,1902,1964,2026-06-22
72034,1265,7350,10684,792,825,2026-06-19
72035,1262,7868,2404,247,619,2026-08-24
72036,1288,8487,3905,384,1236,2026-06-14
72037,1269,2919,4957,420,933,2026-06-03
72038,1255,9321,11652,2568,1284,2026-08-26
72039,1289,2086,10819,1237,1086,2026-07-23
72040,1259,1721,15432,2554,625,2026-08-13
72041,1293,1866,4038,985,1656,2026-07-12
72042,1260,9839,2195,220,1660,2026-06-30
72043,1252,4262,4262,556,1988,2026-06-09
72044,1295,8651,9469,1739,1401,2026-08-13
72045,1278,2769,15089,2689,1573,2026-07-29
72046,1265,5371,10760,737,1570,2026-06-19
72047,1256,7345,4366,531,797,2026-08-24
72048,1279,2561,3831,492,785,2026-08-04
72049,1261,5845,12705,2078,1224,2026-06-04
72050,1266,451,5718,697,1071,2026-06-13
72051,1272,2175,16097,3023,1550,2026-06-12
72052,1252,7497,13443,1319,1677,2026-07-28
72053,1267,137,6651,977,1163,2026-06-16
72054,1295,3972,17297,2846,1137,2026-07-12
72055,1293,8970,19715,1554,1162,2026-08-19
72056,1263,8199,19057,3969,886,2026-07-14
72057,1290,748,16568,872,1045,2026-08-25
72058,1253,2646,14470,1645,846,2026-06-05
72059,1296,756,3689,563,1614,2026-06-29
72060,1272,1017,11634,1617,564,2026-08-19
72061,1259,1040,4663,738,1443,2026-07-12
72062,1257,3640,5963,1230,1123,2026-07-05
72063,1252,2638,19775,4482,1334,2026-07-20
72064,1254,8770,19430,4427,1994,2026-07-14
72065,1299,2023,5733,445,1815,2026-06-29
72066,1277,608,15580,1036,1579,2026-08-13
72067,1285,1847,5279,772,1831,2026-08-10
72068,1299,9665,7722,980,508,2026-08-02
72069,1294,1242,15100,3249,524,2026-08-14
72070,1269,5902,14707,1007,1027,2026-06-21
72071,1268,8905,16929,1459,1571,2026-08-01
72072,1254,3469,1554,231,1451,2026-06-09
72073,1288,1358,15219,1555,789,2026-08-24
72074,1300,5329,7673,785,1714,2026-07-26
72075,1271,6761,12001,607,1109,2026-07-13
72076,1285,9436,18196,2301,1194,2026-08-11
72077,1278,2621,1660,407,1846,2026-05-31
72078,1281,5227,1300,185,1944,2026-07-05
72079,1288,8222,13023,961,1457,2026-07-25
72080,1284,8509,16176,2044,1160,2026-07-19
72081,1257,4104,16160,3682,1559,2026-06-20
72082,1270,5838,7027,779,760,2026-08-27
72083,1287,4380,6908,1149,881,2026-06-11
72084,1283,4790,1152,255,1421,2026-08-19
72085,1262,8962,1578,247,907,2026-07-26
72086,1288,5923,3222,614,1021,2026-07-13
72087,1257,7595,9056,1961,1351,2026-07-23
72088,1252,4687,12012,1438,1797,2026-07-29
72089,1276,165,17610,4279,1680,2026-08-03
72090,1261,4002,7306,870,1411,2026-08-20
72091,1288,5332,4373,793,1887,2026-07-09
72092,1265,2710,11110,2190,746,2026-08-15
72093,1285,5776,17883,2256,670,2026-06-11
72094,1283,637,10067,2495,784,2026-08-07
72095,1294,9764,5937,313,808,2026-07-16
72096,1269,3801,17662,4321,1007,2026-07-21
72097,1292,2350,11171,2199,545,2026-08-22
72098,1272,2907,16402,2786,1040,2026-06-03
72099,1294,7258,16613,3602,1064,2026-06-29
72100,1290,1321,8293,1644,1130,2026-08-05
72101,1279,7753,7561,765,1933,2026-08-21
72102,1265,8676,9918,1917,1358,2026-06-08
72103,1251,8525,6744,811,969,2026-08-05
72104,1267,9715,11653,1173,1256,2026-07-18
72105,1290,7687,2989,450,1896,2026-06-22
72106,1275,7013,9922,2045,748,2026-06-11
72107,1266,4896,12222,1549,1940,2026-07-27
72108,1297,1491,15754,2343,1309,2026-08-16
72109,1259,4032,14782,3504,1457,2026-06-17
72110,1280,6800,5551,498,959,2026-06-26
72111,1278,6537,797,79,1949,2026-08-17
72112,1267,7551,12748,744,1683,2026-07-27
72113,1266,628,1933,171,620,2026-07-26
72114,1283,8674,4400,638,673,2026-07-03
72115,1299,7134,12710,1245,1451,2026-07-31
72116,1258,6089,7059,608,772,2026-08-27
72117,1275,4698,8127,1317,1295,2026-06-24
72118,1291,770,16311,1620,1378,2026-07-11
72119,1263,1443,11533,582,612,2026-07-12
72120,1290,9792,10511,691,1405,2026-06-10
72121,1282,1502,1015,230,1017,2026-08-26
72122,1282,3787,5472,913,1424,2026-06-06
72123,1286,1572,10571,706,1783,2026-08-04
72124,1300,4821,14925,3091,1229,2026-08-17
72125,1263,3060,10613,2487,1054,2026-08-02
72126,1297,650,13069,1036,556,2026-07-26
72127,1263,9320,12047,1359,733,2026-06-13
72128,1258,2914,1968,333,1984,2026-06-14
72129,1260,7673,19446,1707,640,2026-07-15
72130,1285,5170,2280,267,1781,2026-08-16
72131,1295,4890,6394,1177,575,2026-06-12
72132,1255,6556,11942,1550,688,2026-08-02
72133,1298,3964,1572,142,809,2026-08-12
72134,1286,9231,14485,1715,1961,2026-06-04
72135,1271,8742,17040,2587,1315,2026-07-13
72136,1269,8018,14184,1944,1231,2026-07-01
72137,1296,6317,11352,2592,1810,2026-08-08
72138,1252,7144,6923,571,824,2026-07-29
72139,1296,5158,11100,2515,945,2026-08-15
72140,1290,6662,18818,3472,1041,2026-07-22
72141,1292,971,8093,2021,1824,2026-06-28
72142,1251,7095,19819,3635,769,2026-06-18
72143,1256,2364,4411,444,1008,2026-08-18
72144,1291,4996,9229,506,1364,2026-07-22
72145,1264,4382,15680,1208,1903,2026-06-19
72146,1299,7337,8635,1832,567,2026-06-10
72147,1278,2448,11513,2812,1835,2026-07-22
72148,1271,6037,15304,1934,1000,2026-07-30
72149,1277,2604,6019,1276,1220,2026-07-06
72150,1299,8858,8807,1695,1103,2026-07-05
72151,1268,8159,14048,831,1043,2026-08-18
72152,1283,8961,3833,302,969,2026-08-17
72153,1290,9387,6193,1156,1131,2026-06-24
72154,1269,7597,1585,245,1190,2026-08-09
72155,1298,1411,7813,1821,1742,2026-08-23
72156,1251,6487,12427,1747,909,2026-06-04
72157,1262,3540,6150,462,1587,2026-07-01
72158,1296,6666,18824,3357,802,2026-07-16
72159,1283,9733,14257,1370,1009,2026-07-21
72160,1261,8775,12713,1357,819,2026-06-02
72161,1264,9111,7945,716,1573,2026-07-16
72162,1255,3408,12336,713,1026,2026-07-26
